EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,MonthlyIncome,SalaryBand,DistanceFromHome,BusinessTravel,OverTime,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,PerformanceRating,Attrition
2113,26,Female,Single,Research & Development,Research Director,Medical,18840,Very High,8,Travel_Rarely,Yes,5,4,3,1,4,6,0,3,4,1,4,1,3,No
2114,30,Male,Married,Research & Development,Healthcare Representative,Other,10240,Very High,16,Travel_Rarely,No,7,6,1,5,3,5,1,2,1,4,1,3,3,No
2115,26,Female,Single,Research & Development,Research Director,Other,7390,High,5,Travel_Rarely,Yes,4,0,0,0,3,4,0,1,1,3,1,3,3,No
2116,39,Male,Divorced,Sales,Sales Executive,Other,4670,Medium,22,Travel_Frequently,No,19,19,10,17,5,6,0,3,1,3,2,4,4,No
2117,60,Male,Single,Research & Development,Manufacturing Director,Marketing,6950,High,6,Travel_Frequently,No,36,36,15,36,9,1,0,1,1,1,1,1,3,Yes
2118,43,Male,Single,Research & Development,Laboratory Technician,Marketing,9950,High,19,Travel_Rarely,No,23,21,5,20,8,3,3,3,2,2,4,2,3,No
2119,49,Female,Married,Research & Development,Research Scientist,Marketing,9100,High,25,Travel_Frequently,Yes,25,21,5,19,6,5,1,4,1,2,4,3,3,No
2120,39,Male,Married,Research & Development,Research Scientist,Human Resources,3270,Medium,11,Travel_Rarely,No,19,16,15,14,7,0,0,1,1,3,3,2,3,Yes
2121,18,Male,Divorced,Human Resources,Manager,Human Resources,3610,Medium,5,Travel_Rarely,No,0,0,1,0,4,3,1,4,2,4,4,3,3,No
2122,21,Male,Single,Sales,Manager,Marketing,3670,Medium,1,Travel_Frequently,No,0,0,0,0,5,2,1,3,3,4,2,1,3,No
2123,29,Male,Divorced,Sales,Sales Representative,Human Resources,8280,High,11,Travel_Rarely,No,6,4,3,3,4,1,1,1,4,3,1,1,3,Yes
2124,28,Female,Single,Sales,Sales Representative,Technical Degree,3690,Medium,4,Travel_Rarely,Yes,6,2,0,1,8,1,0,3,1,2,2,3,3,Yes
2125,54,Female,Single,Sales,Sales Executive,Marketing,4600,Medium,26,Travel_Rarely,No,33,32,14,31,9,6,0,1,3,2,1,3,3,Yes
2126,54,Male,Married,Research & Development,Research Director,Life Sciences,6420,High,29,Travel_Frequently,Yes,32,27,0,24,4,3,1,3,1,3,4,1,3,No
2127,54,Male,Single,Human Resources,Human Resources,Technical Degree,10640,Very High,29,Travel_Rarely,No,30,29,15,27,7,0,1,3,4,2,3,4,3,No
2128,45,Male,Married,Human Resources,Manager,Technical Degree,8440,High,27,Travel_Rarely,Yes,24,19,3,19,0,4,2,3,2,2,4,4,3,No
2129,41,Male,Single,Research & Development,Healthcare Representative,Human Resources,6120,High,18,Travel_Rarely,Yes,20,18,4,15,4,4,1,2,4,4,2,1,3,Yes
2130,45,Female,Single,Research & Development,Healthcare Representative,Other,9440,High,10,Travel_Rarely,Yes,25,21,4,20,8,2,1,1,4,3,3,2,3,No
2131,35,Female,Married,Research & Development,Laboratory Technician,Life Sciences,15070,Very High,13,Travel_Rarely,Yes,12,9,1,8,6,2,1,2,2,2,2,3,3,No
2132,46,Male,Single,Research & Development,Research Scientist,Technical Degree,6970,High,8,Travel_Rarely,No,23,23,1,23,5,3,1,4,2,3,2,2,3,No
2133,52,Male,Married,Sales,Sales Executive,Other,4050,Medium,25,Travel_Rarely,No,29,29,15,26,2,6,1,4,2,2,3,2,3,Yes
2134,50,Male,Married,Research & Development,Research Director,Marketing,4660,Medium,13,Travel_Rarely,Yes,30,28,15,28,8,5,0,1,2,1,4,3,3,Yes
2135,44,Male,Single,Research & Development,Laboratory Technician,Marketing,4640,Medium,12,Travel_Frequently,Yes,21,20,6,17,9,2,3,2,2,4,3,4,4,No
2136,20,Male,Married,Sales,Manager,Other,5040,Medium,21,Travel_Frequently,No,0,0,1,0,3,1,0,4,3,2,3,2,3,No
2137,49,Female,Single,Research & Development,Research Scientist,Technical Degree,5950,Medium,11,Non-Travel,Yes,25,25,14,23,8,0,1,2,2,2,3,1,3,Yes
2138,33,Male,Married,Human Resources,Human Resources,Other,7640,High,11,Travel_Rarely,No,9,6,1,6,5,1,1,1,4,1,2,3,3,No
2139,49,Female,Single,Human Resources,Human Resources,Marketing,3830,Medium,7,Travel_Rarely,Yes,28,27,1,26,3,0,2,4,2,4,4,3,4,No
2140,41,Male,Divorced,Research & Development,Research Director,Medical,4080,Medium,2,Non-Travel,No,18,17,14,14,3,5,0,2,2,3,4,3,4,Yes
2141,55,Male,Married,Research & Development,Research Director,Technical Degree,8670,High,2,Travel_Rarely,No,33,31,0,29,5,4,2,3,2,2,2,3,3,No
2142,32,Male,Married,Sales,Sales Representative,Human Resources,5530,Medium,12,Travel_Rarely,Yes,10,7,3,5,4,0,0,2,3,3,4,4,3,No
2143,58,Male,Divorced,Research & Development,Research Director,Technical Degree,4830,Medium,29,Travel_Rarely,No,37,35,1,35,6,6,0,3,1,2,2,3,3,No
2144,54,Male,Married,Research & Development,Research Director,Other,6210,High,8,Travel_Rarely,No,31,29,15,26,1,1,2,2,2,2,3,3,3,No
2145,32,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,11430,Very High,19,Travel_Rarely,No,8,6,6,5,4,4,0,3,2,2,3,2,3,No
2146,38,Female,Married,Research & Development,Manufacturing Director,Human Resources,9160,High,10,Travel_Rarely,No,15,13,4,11,7,0,1,2,3,1,4,2,4,No
2147,40,Male,Divorced,Research & Development,Research Scientist,Medical,8900,High,9,Travel_Frequently,No,16,14,4,11,8,4,1,3,1,4,4,2,3,Yes
2148,51,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,13140,Very High,5,Travel_Rarely,No,27,22,12,20,2,3,3,1,2,4,2,2,3,No
2149,47,Female,Divorced,Research & Development,Manufacturing Director,Marketing,7790,High,17,Travel_Rarely,No,27,24,12,22,6,6,2,1,3,4,3,3,3,No
2150,54,Male,Single,Research & Development,Research Scientist,Human Resources,13670,Very High,20,Travel_Rarely,Yes,30,28,11,28,3,4,0,3,4,2,3,3,3,No
2151,33,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,14150,Very High,11,Travel_Rarely,No,9,5,2,4,7,3,2,1,2,4,4,4,3,No
2152,39,Male,Divorced,Sales,Sales Executive,Other,3870,Medium,16,Travel_Rarely,No,17,14,2,12,3,3,0,4,4,2,1,2,3,No
2153,36,Male,Married,Sales,Manager,Human Resources,3490,Medium,14,Travel_Rarely,Yes,13,8,2,8,6,4,1,4,3,4,3,3,3,Yes
2154,57,Female,Single,Research & Development,Research Scientist,Technical Degree,4520,Medium,8,Travel_Rarely,No,34,31,15,30,4,2,1,2,4,1,3,2,3,No
2155,31,Female,Divorced,Research & Development,Research Scientist,Human Resources,10940,Very High,21,Travel_Rarely,Yes,8,7,5,4,2,4,1,2,1,2,2,2,3,Yes
2156,43,Male,Single,Sales,Sales Representative,Medical,6270,High,17,Travel_Rarely,No,19,16,12,13,5,3,1,3,4,3,2,1,4,No
2157,23,Male,Married,Research & Development,Laboratory Technician,Life Sciences,5960,Medium,2,Travel_Rarely,Yes,3,0,1,0,6,6,2,1,2,4,3,2,3,No
2158,54,Female,Married,Research & Development,Laboratory Technician,Technical Degree,9550,High,15,Travel_Rarely,Yes,34,33,15,30,6,1,1,4,1,2,2,3,3,Yes
2159,34,Female,Single,Sales,Sales Executive,Other,5420,Medium,12,Non-Travel,No,13,12,7,9,7,5,2,1,1,2,1,1,3,Yes
2160,32,Male,Married,Research & Development,Laboratory Technician,Other,7380,High,24,Travel_Rarely,No,10,7,2,7,6,5,0,2,3,4,4,1,4,Yes
2161,43,Female,Single,Sales,Manager,Technical Degree,8670,High,9,Travel_Frequently,Yes,19,14,5,11,8,5,0,1,3,2,2,2,3,Yes
2162,39,Male,Married,Research & Development,Research Director,Technical Degree,4680,Medium,28,Travel_Rarely,Yes,16,14,7,12,4,6,2,4,1,3,1,4,4,Yes
2163,54,Male,Divorced,Sales,Sales Executive,Technical Degree,4280,Medium,18,Travel_Rarely,No,34,31,9,28,5,3,0,1,4,2,1,1,3,No
2164,40,Male,Married,Sales,Manager,Human Resources,6960,High,4,Non-Travel,No,17,14,11,12,4,3,1,2,2,1,4,1,3,No
2165,40,Male,Married,Sales,Manager,Human Resources,7320,High,12,Travel_Frequently,Yes,18,15,2,15,5,1,1,4,3,2,2,2,3,No
2166,22,Female,Single,Research & Development,Manufacturing Director,Life Sciences,9240,High,26,Travel_Rarely,No,1,1,0,0,1,2,1,2,3,3,2,2,3,No
2167,18,Male,Divorced,Sales,Sales Representative,Technical Degree,4480,Medium,8,Travel_Rarely,No,0,0,0,0,8,1,0,1,3,1,2,4,3,Yes
2168,35,Male,Divorced,Research & Development,Healthcare Representative,Marketing,5100,Medium,21,Travel_Rarely,No,14,9,0,9,5,5,0,1,3,1,1,1,3,No
2169,60,Male,Single,Sales,Sales Representative,Other,14090,Very High,23,Travel_Rarely,No,37,32,6,30,5,5,0,3,4,4,3,2,4,No
2170,57,Male,Married,Research & Development,Laboratory Technician,Technical Degree,10140,Very High,21,Travel_Rarely,No,37,33,12,31,8,1,0,1,3,1,1,2,3,No
2171,45,Male,Married,Research & Development,Manufacturing Director,Human Resources,6500,High,3,Non-Travel,No,24,24,0,23,4,5,0,2,4,1,4,1,3,No
2172,45,Male,Married,Research & Development,Healthcare Representative,Marketing,10830,Very High,11,Travel_Rarely,Yes,23,21,4,18,4,2,2,3,4,3,2,2,3,No
2173,34,Female,Married,Sales,Manager,Other,4490,Medium,11,Travel_Rarely,No,11,11,6,11,5,5,0,2,2,3,1,2,3,No
2174,25,Male,Married,Research & Development,Research Scientist,Life Sciences,6200,High,10,Travel_Rarely,No,1,0,0,0,9,6,2,4,3,1,2,3,3,Yes
2175,18,Female,Married,Research & Development,Manufacturing Director,Human Resources,2220,Low,26,Travel_Frequently,No,0,0,1,0,2,5,3,3,1,1,1,4,4,Yes
2176,32,Male,Single,Sales,Manager,Life Sciences,7300,High,1,Non-Travel,No,8,6,0,4,1,1,0,1,4,4,2,1,3,No
2177,31,Female,Married,Sales,Sales Executive,Marketing,5920,Medium,16,Travel_Frequently,No,7,6,5,6,1,1,3,4,4,3,1,2,3,No
2178,26,Female,Divorced,Research & Development,Healthcare Representative,Human Resources,6010,High,29,Travel_Frequently,No,5,1,1,1,7,0,0,4,4,3,3,2,3,No
2179,29,Male,Single,Research & Development,Healthcare Representative,Human Resources,9050,High,26,Non-Travel,Yes,9,5,3,3,0,5,1,1,3,1,4,4,3,No
2180,19,Male,Married,Sales,Manager,Marketing,10200,Very High,18,Travel_Rarely,No,0,0,1,0,7,3,3,2,4,1,2,1,3,No
2181,44,Female,Single,Sales,Sales Executive,Marketing,5680,Medium,29,Travel_Rarely,No,21,17,0,17,8,1,2,2,4,1,1,2,3,Yes
2182,57,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,3950,Medium,12,Travel_Rarely,No,34,30,15,30,6,4,0,2,1,4,1,2,3,No
2183,47,Female,Married,Research & Development,Manufacturing Director,Human Resources,3650,Medium,18,Travel_Rarely,Yes,24,21,7,20,1,3,0,2,2,4,4,2,3,No
2184,37,Male,Married,Research & Development,Research Director,Life Sciences,3000,Low,16,Travel_Rarely,Yes,14,9,6,9,6,4,0,4,3,3,2,4,3,Yes
2185,36,Male,Single,Research & Development,Healthcare Representative,Life Sciences,13040,Very High,2,Travel_Rarely,Yes,16,15,4,15,4,4,3,3,2,3,2,3,3,No
2186,31,Male,Married,Research & Development,Laboratory Technician,Marketing,9060,High,2,Travel_Rarely,No,9,7,3,6,0,1,0,4,3,1,1,2,3,No
2187,24,Female,Divorced,Sales,Sales Representative,Life Sciences,8240,High,27,Travel_Rarely,No,0,0,1,0,1,2,1,2,3,4,3,4,3,Yes
2188,43,Male,Married,Research & Development,Research Director,Life Sciences,5390,Medium,6,Travel_Frequently,No,22,18,15,15,7,5,0,3,4,3,1,4,4,Yes
2189,42,Female,Married,Research & Development,Research Director,Technical Degree,5380,Medium,11,Travel_Rarely,No,18,16,14,15,5,6,0,1,4,3,4,1,3,Yes
2190,18,Female,Married,Sales,Manager,Other,10340,Very High,19,Travel_Rarely,Yes,0,0,1,0,4,1,1,2,1,4,1,2,3,Yes
2191,35,Male,Married,Sales,Sales Representative,Medical,3500,Medium,17,Travel_Rarely,No,11,11,6,8,7,3,0,3,2,1,1,2,4,No
2192,29,Male,Married,Research & Development,Healthcare Representative,Other,5770,Medium,15,Travel_Rarely,No,6,3,2,3,5,6,1,1,2,2,3,2,3,Yes
2193,25,Male,Married,Research & Development,Research Scientist,Technical Degree,10980,Very High,29,Travel_Frequently,Yes,2,2,2,0,9,4,1,4,3,1,2,2,3,Yes
2194,48,Male,Single,Sales,Sales Representative,Medical,5770,Medium,23,Travel_Rarely,No,25,23,4,23,0,1,1,2,2,2,3,4,3,No
2195,40,Female,Married,Research & Development,Research Director,Other,8870,High,28,Travel_Frequently,No,16,14,14,12,2,4,1,1,4,2,1,4,3,No
2196,45,Male,Divorced,Research & Development,Research Scientist,Technical Degree,6600,High,20,Travel_Frequently,No,24,20,13,17,1,0,0,4,2,2,4,1,3,No
2197,48,Male,Divorced,Research & Development,Manufacturing Director,Other,2380,Low,29,Travel_Rarely,No,28,26,15,23,4,3,1,1,2,3,2,4,3,Yes
2198,60,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,6490,High,18,Travel_Rarely,Yes,36,36,15,35,9,3,1,2,4,2,4,4,3,Yes
2199,52,Male,Married,Research & Development,Research Director,Medical,7020,High,16,Travel_Rarely,Yes,32,29,15,27,4,0,1,1,2,1,4,2,3,Yes
2200,44,Male,Single,Research & Development,Research Scientist,Medical,6290,High,24,Non-Travel,Yes,21,20,14,20,3,1,0,3,1,1,3,2,3,Yes
2201,55,Male,Married,Sales,Sales Executive,Marketing,4200,Medium,26,Travel_Frequently,No,34,32,3,31,0,6,0,4,2,3,2,1,3,Yes
2202,38,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,6320,High,2,Travel_Rarely,No,14,13,10,10,3,4,2,1,2,3,2,2,3,No
2203,60,Female,Married,Research & Development,Research Director,Other,3060,Medium,27,Travel_Frequently,No,36,36,15,36,2,3,2,2,3,4,3,1,3,Yes
2204,50,Male,Married,Sales,Sales Executive,Technical Degree,5740,Medium,21,Travel_Rarely,No,28,23,15,23,1,1,0,2,3,4,1,4,4,No
2205,45,Male,Married,Sales,Sales Representative,Technical Degree,9170,High,27,Travel_Rarely,No,23,22,15,20,1,0,0,3,3,1,1,1,4,Yes
2206,56,Male,Married,Sales,Manager,Human Resources,12720,Very High,21,Travel_Rarely,No,34,31,15,29,6,2,0,2,2,3,3,2,3,No
2207,40,Male,Divorced,Research & Development,Research Director,Marketing,11790,Very High,27,Travel_Rarely,No,18,14,0,13,7,3,1,3,3,1,1,2,3,No
2208,48,Female,Married,Research & Development,Research Scientist,Medical,4440,Medium,8,Travel_Rarely,Yes,24,22,14,22,7,1,0,3,1,1,2,4,3,Yes
2209,30,Male,Married,Sales,Manager,Life Sciences,3710,Medium,6,Travel_Rarely,No,9,4,4,4,0,5,3,1,1,4,3,4,3,No
2210,59,Female,Single,Research & Development,Research Scientist,Medical,7300,High,6,Non-Travel,No,35,33,15,31,9,3,0,3,3,2,2,4,3,No
2211,44,Female,Married,Research & Development,Research Scientist,Technical Degree,6830,High,8,Travel_Frequently,No,21,16,9,15,5,0,3,3,4,4,4,2,3,No
2212,51,Male,Married,Sales,Sales Executive,Marketing,8600,High,7,Travel_Rarely,No,27,25,15,22,5,0,0,4,3,1,4,2,3,Yes
2213,37,Female,Divorced,Research & Development,Laboratory Technician,Marketing,5210,Medium,13,Travel_Rarely,No,14,14,13,13,8,6,0,3,1,3,1,3,3,Yes
2214,55,Male,Married,Sales,Manager,Marketing,6920,High,6,Travel_Rarely,No,31,26,0,25,2,2,0,4,4,2,1,2,3,No
2215,21,Female,Married,Research & Development,Laboratory Technician,Human Resources,6770,High,5,Non-Travel,Yes,0,0,1,0,5,2,0,2,2,4,4,1,3,No
2216,22,Male,Married,Research & Development,Research Director,Human Resources,5820,Medium,16,Travel_Rarely,No,0,0,1,0,0,1,3,3,3,3,1,4,3,No
2217,39,Male,Married,Sales,Sales Representative,Life Sciences,3410,Medium,24,Travel_Rarely,Yes,18,18,10,17,4,5,1,4,4,4,2,1,3,No
2218,49,Male,Married,Research & Development,Research Scientist,Life Sciences,9110,High,4,Travel_Rarely,Yes,28,23,4,20,2,5,0,1,4,2,4,1,3,Yes
2219,52,Male,Single,Human Resources,Human Resources,Medical,7320,High,15,Travel_Rarely,Yes,32,30,15,29,1,1,3,3,1,4,3,4,4,Yes
2220,36,Female,Divorced,Research & Development,Research Scientist,Human Resources,9380,High,20,Travel_Rarely,No,15,10,3,7,6,5,0,4,1,4,2,3,3,No
2221,45,Male,Married,Human Resources,Human Resources,Marketing,10340,Very High,21,Travel_Rarely,No,21,16,7,15,1,3,0,3,3,4,1,3,3,No
2222,41,Male,Married,Research & Development,Manufacturing Director,Human Resources,6530,High,4,Travel_Rarely,No,17,16,5,15,9,1,0,4,4,2,2,1,3,No
2223,59,Male,Single,Sales,Sales Representative,Technical Degree,9140,High,22,Travel_Rarely,No,36,34,15,33,2,5,1,2,4,4,3,2,3,No
2224,46,Female,Married,Research & Development,Laboratory Technician,Technical Degree,12850,Very High,1,Travel_Rarely,Yes,25,24,12,23,0,0,2,4,3,3,1,1,3,No
2225,35,Female,Married,Research & Development,Research Director,Medical,14690,Very High,7,Non-Travel,No,13,12,1,11,4,6,0,3,1,1,3,3,3,No
2226,59,Male,Divorced,Research & Development,Manufacturing Director,Marketing,7680,High,10,Travel_Rarely,No,36,33,0,30,3,0,1,2,3,4,2,3,3,No
2227,22,Male,Single,Research & Development,Laboratory Technician,Life Sciences,7930,High,25,Travel_Rarely,No,2,0,1,0,6,2,0,1,3,1,2,2,3,Yes
2228,60,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,7630,High,6,Travel_Rarely,No,36,33,8,33,6,1,0,1,2,3,4,3,3,No
2229,24,Female,Married,Sales,Sales Executive,Medical,8470,High,23,Travel_Frequently,No,0,0,1,0,5,1,1,2,3,1,4,4,3,No
2230,30,Female,Single,Research & Development,Healthcare Representative,Medical,10150,Very High,29,Travel_Frequently,No,6,5,0,5,5,3,1,4,1,4,3,3,3,No
2231,53,Male,Single,Sales,Manager,Life Sciences,7560,High,28,Travel_Rarely,No,33,33,15,31,7,5,1,2,4,3,3,1,3,No
2232,49,Female,Single,Research & Development,Laboratory Technician,Other,14310,Very High,9,Travel_Rarely,Yes,25,21,14,21,6,2,0,2,1,4,2,3,4,No
2233,59,Male,Divorced,Research & Development,Research Director,Human Resources,13400,Very High,3,Travel_Rarely,No,36,35,8,34,1,3,0,2,4,3,1,1,3,No
2234,50,Female,Single,Research & Development,Research Director,Marketing,7010,High,7,Non-Travel,Yes,28,27,15,24,4,6,1,2,4,3,2,2,3,Yes
2235,45,Male,Married,Research & Development,Research Director,Technical Degree,6990,High,23,Travel_Frequently,No,25,22,6,22,6,3,1,4,3,4,1,4,4,No
2236,32,Male,Married,Research & Development,Research Scientist,Human Resources,5650,Medium,6,Travel_Rarely,No,10,9,9,9,2,5,1,2,4,2,2,2,3,No
2237,18,Male,Divorced,Human Resources,Manager,Technical Degree,8660,High,19,Travel_Rarely,No,0,0,1,0,8,2,0,2,4,3,2,4,3,No
2238,23,Male,Married,Research & Development,Healthcare Representative,Technical Degree,6030,High,11,Travel_Rarely,No,0,0,0,0,4,0,1,3,1,2,3,1,3,Yes
2239,30,Female,Married,Research & Development,Healthcare Representative,Marketing,5540,Medium,23,Travel_Rarely,Yes,9,6,0,6,3,1,0,3,3,1,2,4,3,Yes
2240,19,Male,Single,Sales,Manager,Technical Degree,8580,High,18,Travel_Rarely,No,0,0,0,0,3,1,1,2,3,4,2,2,3,No
2241,39,Female,Divorced,Sales,Manager,Technical Degree,4350,Medium,17,Travel_Rarely,No,15,10,0,8,6,6,1,1,4,2,3,1,3,No
2242,51,Female,Single,Research & Development,Research Director,Other,10220,Very High,23,Travel_Frequently,No,31,27,15,27,7,0,0,3,3,1,1,2,4,Yes
2243,59,Female,Single,Research & Development,Research Scientist,Technical Degree,8730,High,28,Travel_Rarely,No,35,30,3,28,2,5,1,3,3,4,1,1,3,No
2244,39,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,13090,Very High,11,Travel_Frequently,Yes,15,12,1,11,1,0,1,3,3,4,3,3,3,No
2245,55,Male,Single,Sales,Sales Executive,Life Sciences,7740,High,16,Travel_Rarely,Yes,34,32,4,32,0,1,1,3,1,3,3,1,3,Yes
2246,60,Male,Single,Research & Development,Laboratory Technician,Human Resources,9300,High,19,Travel_Frequently,No,37,33,15,32,4,3,2,3,2,2,4,1,3,No
2247,54,Male,Married,Research & Development,Healthcare Representative,Human Resources,2650,Low,24,Travel_Frequently,No,31,30,15,28,9,0,1,4,2,4,3,3,3,No
2248,37,Male,Single,Research & Development,Healthcare Representative,Medical,9810,High,14,Travel_Rarely,Yes,15,11,8,11,9,0,0,1,4,3,4,1,3,Yes
2249,31,Female,Single,Sales,Sales Representative,Medical,11380,Very High,11,Travel_Rarely,No,8,3,0,0,5,5,0,1,4,2,3,2,3,No
2250,60,Male,Married,Research & Development,Research Director,Human Resources,7390,High,25,Non-Travel,Yes,40,38,15,35,5,0,1,4,3,2,4,3,4,No
2251,28,Male,Married,Research & Development,Research Scientist,Medical,5630,Medium,28,Non-Travel,No,6,3,3,3,5,4,0,4,1,4,1,2,3,No
2252,35,Male,Divorced,Sales,Sales Executive,Other,7820,High,17,Travel_Rarely,No,13,9,0,9,2,0,1,2,3,4,3,1,3,No
2253,21,Male,Single,Research & Development,Healthcare Representative,Other,10220,Very High,4,Travel_Rarely,No,0,0,1,0,4,0,0,3,2,3,4,1,3,No
2254,52,Female,Married,Human Resources,Human Resources,Human Resources,10800,Very High,9,Non-Travel,No,28,27,0,24,9,4,0,2,3,1,4,4,3,No
2255,45,Male,Divorced,Sales,Sales Representative,Life Sciences,3420,Medium,14,Travel_Rarely,Yes,21,16,13,16,6,2,0,4,2,1,2,4,3,No
2256,21,Female,Single,Sales,Sales Representative,Marketing,20000,Very High,21,Travel_Frequently,No,0,0,1,0,2,0,2,2,3,2,4,2,3,No
2257,27,Female,Single,Research & Development,Laboratory Technician,Technical Degree,5560,Medium,20,Travel_Frequently,No,5,5,5,3,0,4,1,4,1,3,2,4,3,No
2258,41,Female,Single,Research & Development,Healthcare Representative,Human Resources,9370,High,24,Travel_Rarely,Yes,19,19,8,19,7,6,1,2,1,4,1,1,3,No
2259,41,Male,Married,Sales,Manager,Medical,11950,Very High,1,Travel_Rarely,No,21,17,14,17,9,3,0,2,1,4,4,1,3,No
2260,52,Female,Single,Research & Development,Research Director,Medical,6740,High,14,Travel_Rarely,Yes,30,28,15,28,1,2,2,3,4,2,2,4,3,No
2261,29,Male,Married,Research & Development,Laboratory Technician,Medical,10990,Very High,21,Travel_Rarely,No,8,8,2,8,3,5,2,2,1,1,1,3,3,Yes
2262,57,Male,Divorced,Sales,Sales Representative,Other,3410,Medium,29,Travel_Frequently,No,33,30,15,28,8,2,0,1,2,2,1,3,3,Yes
2263,37,Female,Single,Research & Development,Healthcare Representative,Human Resources,2970,Low,5,Travel_Frequently,Yes,14,11,5,8,2,4,1,1,2,1,1,2,3,Yes
2264,53,Female,Married,Research & Development,Research Director,Life Sciences,11160,Very High,26,Travel_Rarely,No,29,29,12,28,1,3,2,4,4,4,4,4,4,Yes
2265,28,Male,Single,Research & Development,Manufacturing Director,Medical,10570,Very High,1,Travel_Rarely,No,4,2,2,1,3,5,0,2,2,1,4,3,3,No
2266,19,Female,Single,Research & Development,Laboratory Technician,Medical,8220,High,6,Travel_Rarely,No,0,0,0,0,3,3,0,1,4,4,4,2,3,No
2267,20,Male,Married,Research & Development,Manufacturing Director,Human Resources,10230,Very High,25,Travel_Rarely,No,0,0,0,0,4,3,1,4,4,3,1,2,3,No
2268,34,Male,Married,Research & Development,Laboratory Technician,Marketing,13560,Very High,23,Non-Travel,No,11,8,4,5,9,2,1,4,3,1,4,2,3,No
2269,58,Female,Divorced,Research & Development,Research Director,Medical,12110,Very High,29,Travel_Rarely,No,36,36,15,34,9,2,1,2,2,3,3,3,3,No
2270,20,Male,Married,Sales,Sales Executive,Medical,6910,High,18,Travel_Rarely,Yes,0,0,0,0,5,3,1,3,3,3,2,3,3,No
2271,33,Female,Single,Research & Development,Research Scientist,Technical Degree,7790,High,18,Travel_Rarely,No,10,5,2,5,0,0,0,4,3,1,3,4,3,No
2272,22,Male,Married,Research & Development,Research Director,Marketing,6430,High,16,Travel_Frequently,Yes,0,0,1,0,2,2,0,1,1,1,4,2,3,Yes
2273,58,Female,Single,Sales,Sales Representative,Life Sciences,6090,High,15,Travel_Rarely,Yes,34,29,14,29,1,0,1,2,4,2,2,2,3,No
2274,47,Female,Divorced,Sales,Sales Representative,Other,9790,High,15,Travel_Rarely,No,26,26,15,26,0,2,0,3,2,1,1,3,3,No
2275,50,Female,Married,Research & Development,Manufacturing Director,Marketing,6400,High,9,Travel_Rarely,Yes,28,25,13,23,3,2,0,3,4,3,4,3,3,No
2276,48,Male,Married,Sales,Sales Representative,Medical,9780,High,25,Travel_Frequently,No,26,24,15,24,0,0,0,2,3,3,1,2,4,Yes
2277,46,Female,Married,Sales,Manager,Other,6740,High,11,Travel_Rarely,No,22,18,15,18,5,2,2,1,4,1,1,1,3,No
2278,51,Male,Married,Sales,Sales Executive,Other,7150,High,18,Travel_Frequently,Yes,29,24,11,22,2,4,0,4,1,1,3,2,3,No
2279,18,Female,Divorced,Research & Development,Research Director,Life Sciences,4960,Medium,20,Non-Travel,No,0,0,0,0,7,6,0,3,1,3,4,1,3,No
2280,55,Male,Single,Research & Development,Laboratory Technician,Life Sciences,9670,High,16,Travel_Frequently,No,34,29,8,28,5,4,2,4,1,2,4,1,3,No
2281,49,Male,Single,Research & Development,Laboratory Technician,Life Sciences,3340,Medium,18,Travel_Rarely,No,25,21,9,19,9,4,0,2,4,2,4,4,4,No
2282,49,Female,Single,Sales,Sales Representative,Other,11350,Very High,2,Travel_Frequently,No,28,27,15,27,4,4,1,3,4,2,4,4,3,No
2283,34,Male,Married,Sales,Manager,Technical Degree,16810,Very High,10,Non-Travel,No,13,11,6,8,1,6,0,2,4,1,1,1,3,No
2284,52,Male,Married,Research & Development,Laboratory Technician,Other,7250,High,14,Travel_Frequently,No,32,28,15,28,9,6,2,2,2,4,2,2,3,No
2285,34,Female,Single,Research & Development,Manufacturing Director,Technical Degree,7120,High,12,Travel_Rarely,No,11,10,4,8,3,0,0,3,2,4,3,2,3,No
2286,20,Male,Married,Research & Development,Research Scientist,Marketing,3740,Medium,27,Non-Travel,Yes,0,0,1,0,7,3,0,4,2,3,2,4,3,Yes
2287,57,Male,Married,Sales,Sales Executive,Technical Degree,5700,Medium,27,Travel_Rarely,No,36,33,15,31,7,6,0,4,4,2,3,2,3,Yes
2288,28,Male,Single,Sales,Manager,Other,10280,Very High,21,Travel_Rarely,Yes,5,0,1,0,9,6,3,3,2,1,2,2,3,Yes
2289,22,Male,Divorced,Sales,Manager,Marketing,10910,Very High,11,Travel_Rarely,Yes,0,0,1,0,6,3,2,1,3,2,2,3,3,Yes
2290,44,Male,Married,Research & Development,Laboratory Technician,Human Resources,7640,High,2,Travel_Rarely,Yes,23,23,15,22,5,3,0,3,3,4,1,2,3,Yes
